timestamp,question,device,location,network,error_text,impact,channel
2026-03-14T03:57:13,イライラした,Windows,社内,有線,"他責な人がいてつかれた
",自分のみ,web
2026-03-14T04:30:30,VPNにつながらない,,,,,,seed
2026-03-14T04:30:30,Outlookの送受信ができない,,,,,,seed
2026-03-14T04:30:31,Teamsにログインできない,,,,,,seed
2026-03-14T04:30:31,パスワードを忘れた,,,,,,seed
2026-03-14T04:30:32,アカウントがロックされた,,,,,,seed
2026-03-14T04:30:32,共有フォルダにアクセスできない,,,,,,seed
2026-03-14T04:30:33,プリンタが印刷できない,,,,,,seed
2026-03-14T04:30:33,Wi-Fiが頻繁に切れる,,,,,,seed
2026-03-14T04:30:34,PCが重い,,,,,,seed
2026-03-14T04:30:35,PCが固まる,,,,,,seed
2026-03-14T04:30:35,Excelが起動しない,,,,,,seed
2026-03-14T04:30:36,Excelがフリーズする,,,,,,seed
2026-03-14T04:30:36,OneDriveが同期しない,,,,,,seed
2026-03-14T04:30:37,メール添付ファイルが開けない,,,,,,seed
2026-03-14T04:30:37,二段階認証が通らない,,,,,,seed
2026-03-14T04:30:38,カメラが映らない,,,,,,seed
2026-03-14T04:30:38,マイクが認識されない,,,,,,seed
2026-03-14T04:30:39,ソフトのインストール申請方法が分からない,,,,,,seed
2026-03-14T04:30:39,Windows更新が終わらない,,,,,,seed
2026-03-14T04:30:40,画面が真っ黒になる,,,,,,seed
