timestamp,question,matched,best_score,category
2026-03-14T03:01:55,VPNに接続できません,1,1.484431086072385,ネットワーク
2026-03-14T03:19:32,PCがなかなか起動しない,1,0.6589207831471217,PC管理カンリ
2026-03-14T03:19:57,待っても状況が変わらない,0,0.40398323078268217,PC管理カンリ
2026-03-14T03:20:30,トライアル版を使用したい時の申請書はどれですか？,0,0.40079561531491725,システム依頼書
2026-03-14T03:21:14,ファイルサーバーにつながりにくい,0,0.21455846861948066,リモートワーク
2026-03-14T03:31:48,ディスプレイが真っ暗です,0,0.3394548717338029,PC周辺機器シュウヘンキキ
2026-03-14T03:41:11,ファイルサーバーが重い,0,0.33091706464398624,PC管理カンリ
2026-03-14T03:41:32,画面がかたまった,0,0.16477978386400005,リモートワーク
2026-03-14T03:44:25,腹減ってきた,0,0.2963227536401037,その他試験
2026-03-14T03:57:14,イライラした,0,0.05041784118955228,
2026-03-14T03:58:24,ストレスフルですよ！,0,0.15425962186015638,その他試験
2026-03-14T04:33:56,WBCはどこがかつ？,0,0.28869323457427926,その他試験
2026-03-14T05:51:08,問い合わせはいつもどのくらいですか？,0,0.27759727311455085,その他試験
2026-03-14T05:51:30,野球は日本は強いですか？,0,0.10114171863046213,その他試験
2026-03-14T06:45:10,ディスプレイがおかしいです,0,0.2136304917479099,PC周辺機器
2026-03-14T08:01:32,今日の夕ご飯はどうしようかな？,0,0.2634892027915078,その他試験
